VOYAGEID,ARRPORT,CAPTAINA,CREW1,CREW2,D1SLATRA,D1SLATRB,D1SLATRC,DATARR32,DATARR33,DATARR34,DATEDEP,DATEDEPA,DATEDEPAM,DATEDEPB,DATEDEPC,DATEEND,DATELAND1,DATELAND2,DEPTREGIMP,DEPTREGIMP1,DLSLATRA,DLSLATRB,DLSLATRC,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,OWNERA,OWNERB,OWNERC,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,XMIMPFLAG,YEAR5,YEAR10,YEAR25,YEAR100,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,filter_$
989,,"Teixeira, José Antônio",,,,,,28,8,1829,,,,,,,1829-08-28,,50400,50000,,,,,,,,TRUE,49,1,14,1,60717,60700,60000,50422,60717,50400,50000,50422,6,,"Silva, José Antônio de Oliveira e",,,60717,,,,,,,50499,,,50400,,,60700,5,,,,,,Velha de Deus,50422,322,,,2,322,,324,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,324,,324,,28,28,2,0.01,38,66,33,14,1800,1829,1829,1829,,,0
990,,"Braga, Antônio Manoel de Azevedo",,,,,,1,9,1829,,,,,,,1829-09-01,,50400,50000,,,,,,,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Pinto, Manoel Guedes",,,60703,,,,,,,50499,,,50400,,,60700,1,,,,,,General Rêgo,50422,586,,,4,586,,590,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,590,,590,,34,34,4,0.01,20,66,33,14,1800,1829,1829,1829,,,0
991,50424,"Cunha, Manoel José Fortunato da",,,,,1829,5,9,1829,,,,,,,1829-09-05,,50400,50000,,8,1829,60734,,60700,,TRUE,1,1,14,1,60734,60700,60000,50422,60734,50400,50000,50422,6,,,,,60734,,,,,50422,,50422,50400,,50400,,,60700,5,,,,,,Susana,50422,390,,,30,390,,420,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"AHNA, Códice D-1-5","JC, 05/10/1829",,,420,,420,,27,27,30,0.07,38,66,33,14,1800,1829,1829,1829,,,0
992,,"Maria, Boaventura José",,,,,,5,9,1829,1828-12-29,29,,12,1828,,1829-09-05,,50400,50000,,,,60717,60799,60700,60700,TRUE,1,1,14,1,60717,60700,60000,50422,60717,50400,50000,50422,6,,"Alves, Antônio Ferreira",,,60717,,,,,50422,,50422,,,50400,,,60700,1,,,,,,Dois Irmãos,50422,298,,,23,298,,321,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 16/01/1829",,,,321,,321,250,30,30,23,0.07,20,66,33,14,1800,1829,1829,1828,,,0
993,,"Ferreira, J M",,,,,,7,9,1829,,,,,,,1829-09-07,,50400,50000,,,,,,,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Guimarães, Joaquim José Cardoso",,,60734,,,,,,,50499,,,50400,,,60700,5,,,,,,Urânia,50422,297,,,30,297,,327,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,327,,327,,31,31,30,0.09,38,66,33,14,1800,1829,1829,1829,,,0
994,50422,"Ferreira, Joaquim Manoel",,,,,,24,9,1829,,,,,,,1829-09-24,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Viana, João Martins",,,60707,,,,,,,50499,50400,,50400,,,60700,2,,,,,,Primavera,50422,273,,,13,273,,286,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71","AHNA, cod. 7182",Florentino,,,,286,,286,,27,27,13,0.05,25,66,33,14,1800,1829,1829,1829,,,0
995,,"Medeiros, Francisco Antônio de",,,,,,24,9,1829,1828-11-15,15,,11,1828,,1829-09-24,,50400,50000,,,,60799,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Rodrigues, José Ventura",,,60734,,,,,50422,,50422,,,50400,,,60700,1,,,,,,Amizade,50422,508,,,36,508,,544,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 09/01/1829",,,,544,,544,313,26,26,36,0.07,20,66,33,14,1800,1829,1829,1828,,,0
996,,"Soares, Antonio Joaquim",,,,,,25,9,1829,,,,,,,1829-09-25,,50400,50000,,,,,,,,TRUE,1,1,14,1,60725,60700,60000,50422,60725,50400,50000,50422,6,,"Nepomuceno, Simplício da Silva",,,60725,,,,,,,50499,,,50400,,,60700,2,,,,,,Loteria,50422,159,,,,159,,159,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,159,,159,,35,35,0,0,25,66,33,14,1800,1829,1829,1829,,,0
997,,"Conceição, José Maria da",,,,,,28,9,1829,1829-01-07,7,,1,1829,,1829-09-28,,50400,50000,,,,60703,60711,60700,60700,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Rêgo, Lourenço Antônio do",,,60703,,,,,50422,,50422,,,50400,,,60700,1,,,,,,Invencível,50422,284,,,33,284,,317,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 03/01/1829",,,,317,,317,264,36,36,33,0.1,20,66,33,14,1800,1829,1829,1829,,,0
998,,"Gomes, João",,,,,,28,9,1829,1829-01-07,7,,1,1829,,1829-09-28,,50400,50000,,,,60711,60717,60700,60700,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Oliveira, Manoel Francisco de",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Imperador do Brasil,50422,460,,,8,460,,468,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 09/01/1829",,,,468,,468,264,38,38,8,0.02,160,66,33,14,1800,1829,1829,1829,,,0
999,,"Maria, L J",,,,,,30,9,1829,,,,,,,1829-09-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60725,60700,60000,50422,60725,50400,50000,50422,6,,"Guimarães, José Antônio Ferreira*",,,60725,,,,,,,50499,,,50400,,,60700,2,,,,,,Mercantil,50422,172,,,8,172,,180,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,180,,180,,46,46,8,0.04,25,66,33,14,1800,1829,1829,1829,,,0
1000,50426,"Faria, Gregório José de",,,,,1829,7,10,1829,,,,1,1829,,1829-10-07,,50400,50000,,8,1829,60734,60707,60700,60700,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Souza, Jorge José de",,,60734,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Emília,50422,361,,,44,361,,405,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"AHNA, Códice D-1-5","JC, 09/01/1829",,,405,,405,,35,35,44,0.11,82,66,33,14,1800,1829,1829,1829,,,0
1001,,"Rosa, Antônio Gomes",,,,,,11,10,1829,,,,,,,1829-10-11,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Pinto, Antônio Clemente",,,60711,,,,,,,50499,,,50400,,,60700,7,,,,,,Estrela do Rio,50422,287,,,10,287,,297,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,297,,297,,36,36,10,0.03,40,66,33,14,1800,1829,1829,1829,,,0
1002,,"Machado, Francisco Domingos",,,,,,15,10,1829,,,,,,,1829-10-15,,50400,50000,27,8,1829,,,,,TRUE,1,1,14,1,60810,60800,60000,50422,60810,50400,50000,50422,6,,"Guimarães, Francisco Luís da Costa",,,60810,,,,,50422,,50422,,,50400,,,60800,20,,,,,,Fluminense,50422,671,,,3,671,,674,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,CapelaNotes,"Santana, I, p. 868; II, p. 714","AHU,Moçambique, Cx 228 No 35",,674,,674,,49,40,3,0,57,66,33,14,1800,1829,1829,1829,,,0
1003,,"Batista, Martinho Jose",,,,,,25,10,1829,,,,,,,1829-10-25,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Faria, Tomé Ribeiro de",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,Imperador Feliz,50422,416,,,14,416,,430,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,430,,430,,28,28,14,0.03,20,66,33,14,1800,1829,1829,1829,,,0
1004,,"Amaral, Miguel Ribeiro do",,,,,,27,10,1829,,,,,,,1829-10-27,,50400,50000,,,,,,,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60734,,,,,,,50499,,,50400,,,60700,1,,,,,,Altivo,50422,602,,,43,602,,645,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,645,,645,,28,28,43,0.07,20,66,33,14,1800,1829,1829,1829,,,0
1010,,"Santos, Antônio Teodoro dos",,,,,,24,11,1829,,,,,,,1829-11-24,,50400,50000,,,,,,,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60734,,,,,,,50499,,,50400,,,60700,20,,,,,,Paula,50422,521,,,30,521,,551,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,551,,551,,30,30,30,0.05,57,66,33,14,1800,1829,1829,1829,,,0
1005,,"Monteiro, Luís Queiróz",,,,,,28,10,1829,,,,,,,1829-10-28,,50400,50000,,,,,,,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60707,,,,,,,50499,,,50400,,,60700,1,,,,,,Tejo,50422,536,,,30,536,,566,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,566,,566,,31,31,30,0.05,20,66,33,14,1800,1829,1829,1829,,,0
1000,,"Santos, Antônio Teodoro dos",,,,,,32,9,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60615,60700,60000,50422,60680,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60680,,,,,,,50499,,,50400,,,60700,-18,,,,,,Paula,50422,551,,,30,551,,581,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,581,,581,,32,32,30,0.05,-17,66,33,14,1800,1829,1829,1829,,,0
995,,"Monteiro, Luís Queiróz",,,,,,36,8,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60523,60700,60000,50422,60653,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60653,,,,,,,50499,,,50400,,,60700,-37,,,,,,Tejo,50422,566,,,30,566,,596,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,596,,596,,33,33,30,0.05,-54,66,33,14,1800,1829,1829,1829,,,0
990,,"Santos, Antônio Teodoro dos",,,,,,40,7,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60431,60700,60000,50422,60626,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60626,,,,,,,50499,,,50400,,,60700,-56,,,,,,Paula,50422,581,,,30,581,,611,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,611,,611,,34,34,30,0.05,-91,66,33,14,1800,1829,1829,1829,,,0
985,,"Monteiro, Luís Queiróz",,,,,,44,6,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60339,60700,60000,50422,60599,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60599,,,,,,,50499,,,50400,,,60700,-75,,,,,,Tejo,50422,596,,,30,596,,626,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,626,,626,,35,35,30,0.05,-128,66,33,14,1800,1829,1829,1829,,,0
980,,"Santos, Antônio Teodoro dos",,,,,,48,5,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60247,60700,60000,50422,60572,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60572,,,,,,,50499,,,50400,,,60700,-94,,,,,,Paula,50422,611,,,30,611,,641,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,641,,641,,36,36,30,0.05,-165,66,33,14,1800,1829,1829,1829,,,0
975,,"Monteiro, Luís Queiróz",,,,,,52,4,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60155,60700,60000,50422,60545,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60545,,,,,,,50499,,,50400,,,60700,-113,,,,,,Tejo,50422,626,,,30,626,,656,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,656,,656,,37,37,30,0.05,-202,66,33,14,1800,1829,1829,1829,,,0
970,,"Santos, Antônio Teodoro dos",,,,,,56,3,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,60063,60700,60000,50422,60518,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60518,,,,,,,50499,,,50400,,,60700,-132,,,,,,Paula,50422,641,,,30,641,,671,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,671,,671,,38,38,30,0.05,-239,66,33,14,1800,1829,1829,1829,,,0
965,,"Monteiro, Luís Queiróz",,,,,,60,2,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59971,60700,60000,50422,60491,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60491,,,,,,,50499,,,50400,,,60700,-151,,,,,,Tejo,50422,656,,,30,656,,686,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,686,,686,,39,39,30,0.05,-276,66,33,14,1800,1829,1829,1829,,,0
960,,"Santos, Antônio Teodoro dos",,,,,,64,1,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59879,60700,60000,50422,60464,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60464,,,,,,,50499,,,50400,,,60700,-170,,,,,,Paula,50422,671,,,30,671,,701,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,701,,701,,40,40,30,0.05,-313,66,33,14,1800,1829,1829,1829,,,0
955,,"Monteiro, Luís Queiróz",,,,,,68,0,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59787,60700,60000,50422,60437,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60437,,,,,,,50499,,,50400,,,60700,-189,,,,,,Tejo,50422,686,,,30,686,,716,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,716,,716,,41,41,30,0.05,-350,66,33,14,1800,1829,1829,1829,,,0
950,,"Santos, Antônio Teodoro dos",,,,,,72,-1,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59695,60700,60000,50422,60410,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60410,,,,,,,50499,,,50400,,,60700,-208,,,,,,Paula,50422,701,,,30,701,,731,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,731,,731,,42,42,30,0.05,-387,66,33,14,1800,1829,1829,1829,,,0
945,,"Monteiro, Luís Queiróz",,,,,,76,-2,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59603,60700,60000,50422,60383,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60383,,,,,,,50499,,,50400,,,60700,-227,,,,,,Tejo,50422,716,,,30,716,,746,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,746,,746,,43,43,30,0.05,-424,66,33,14,1800,1829,1829,1829,,,0
940,,"Santos, Antônio Teodoro dos",,,,,,80,-3,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59511,60700,60000,50422,60356,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60356,,,,,,,50499,,,50400,,,60700,-246,,,,,,Paula,50422,731,,,30,731,,761,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,761,,761,,44,44,30,0.05,-461,66,33,14,1800,1829,1829,1829,,,0
935,,"Monteiro, Luís Queiróz",,,,,,84,-4,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59419,60700,60000,50422,60329,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60329,,,,,,,50499,,,50400,,,60700,-265,,,,,,Tejo,50422,746,,,30,746,,776,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,776,,776,,45,45,30,0.05,-498,66,33,14,1800,1829,1829,1829,,,0
930,,"Santos, Antônio Teodoro dos",,,,,,88,-5,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59327,60700,60000,50422,60302,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60302,,,,,,,50499,,,50400,,,60700,-284,,,,,,Paula,50422,761,,,30,761,,791,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,791,,791,,46,46,30,0.05,-535,66,33,14,1800,1829,1829,1829,,,0
925,,"Monteiro, Luís Queiróz",,,,,,92,-6,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59235,60700,60000,50422,60275,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60275,,,,,,,50499,,,50400,,,60700,-303,,,,,,Tejo,50422,776,,,30,776,,806,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,806,,806,,47,47,30,0.05,-572,66,33,14,1800,1829,1829,1829,,,0
920,,"Santos, Antônio Teodoro dos",,,,,,96,-7,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59143,60700,60000,50422,60248,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60248,,,,,,,50499,,,50400,,,60700,-322,,,,,,Paula,50422,791,,,30,791,,821,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,821,,821,,48,48,30,0.05,-609,66,33,14,1800,1829,1829,1829,,,0
915,,"Monteiro, Luís Queiróz",,,,,,100,-8,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,59051,60700,60000,50422,60221,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60221,,,,,,,50499,,,50400,,,60700,-341,,,,,,Tejo,50422,806,,,30,806,,836,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,836,,836,,49,49,30,0.05,-646,66,33,14,1800,1829,1829,1829,,,0
910,,"Santos, Antônio Teodoro dos",,,,,,104,-9,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58959,60700,60000,50422,60194,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60194,,,,,,,50499,,,50400,,,60700,-360,,,,,,Paula,50422,821,,,30,821,,851,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,851,,851,,50,50,30,0.05,-683,66,33,14,1800,1829,1829,1829,,,0
905,,"Monteiro, Luís Queiróz",,,,,,108,-10,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58867,60700,60000,50422,60167,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60167,,,,,,,50499,,,50400,,,60700,-379,,,,,,Tejo,50422,836,,,30,836,,866,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,866,,866,,51,51,30,0.05,-720,66,33,14,1800,1829,1829,1829,,,0
900,,"Santos, Antônio Teodoro dos",,,,,,112,-11,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58775,60700,60000,50422,60140,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60140,,,,,,,50499,,,50400,,,60700,-398,,,,,,Paula,50422,851,,,30,851,,881,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,881,,881,,52,52,30,0.05,-757,66,33,14,1800,1829,1829,1829,,,0
895,,"Monteiro, Luís Queiróz",,,,,,116,-12,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58683,60700,60000,50422,60113,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60113,,,,,,,50499,,,50400,,,60700,-417,,,,,,Tejo,50422,866,,,30,866,,896,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,896,,896,,53,53,30,0.05,-794,66,33,14,1800,1829,1829,1829,,,0
890,,"Santos, Antônio Teodoro dos",,,,,,120,-13,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58591,60700,60000,50422,60086,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60086,,,,,,,50499,,,50400,,,60700,-436,,,,,,Paula,50422,881,,,30,881,,911,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,911,,911,,54,54,30,0.05,-831,66,33,14,1800,1829,1829,1829,,,0
885,,"Monteiro, Luís Queiróz",,,,,,124,-14,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58499,60700,60000,50422,60059,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60059,,,,,,,50499,,,50400,,,60700,-455,,,,,,Tejo,50422,896,,,30,896,,926,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,926,,926,,55,55,30,0.05,-868,66,33,14,1800,1829,1829,1829,,,0
880,,"Santos, Antônio Teodoro dos",,,,,,128,-15,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58407,60700,60000,50422,60032,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60032,,,,,,,50499,,,50400,,,60700,-474,,,,,,Paula,50422,911,,,30,911,,941,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,941,,941,,56,56,30,0.05,-905,66,33,14,1800,1829,1829,1829,,,0
875,,"Monteiro, Luís Queiróz",,,,,,132,-16,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58315,60700,60000,50422,60005,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60005,,,,,,,50499,,,50400,,,60700,-493,,,,,,Tejo,50422,926,,,30,926,,956,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,956,,956,,57,57,30,0.05,-942,66,33,14,1800,1829,1829,1829,,,0
870,,"Santos, Antônio Teodoro dos",,,,,,136,-17,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58223,60700,60000,50422,59978,50400,50000,50422,6,,"Rocha, Joaquim José da",,,59978,,,,,,,50499,,,50400,,,60700,-512,,,,,,Paula,50422,941,,,30,941,,971,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,971,,971,,58,58,30,0.05,-979,66,33,14,1800,1829,1829,1829,,,0
865,,"Monteiro, Luís Queiróz",,,,,,140,-18,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58131,60700,60000,50422,59951,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,59951,,,,,,,50499,,,50400,,,60700,-531,,,,,,Tejo,50422,956,,,30,956,,986,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,986,,986,,59,59,30,0.05,-1016,66,33,14,1800,1829,1829,1829,,,0
860,,"Santos, Antônio Teodoro dos",,,,,,144,-19,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,58039,60700,60000,50422,59924,50400,50000,50422,6,,"Rocha, Joaquim José da",,,59924,,,,,,,50499,,,50400,,,60700,-550,,,,,,Paula,50422,971,,,30,971,,1001,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,1001,,1001,,60,60,30,0.05,-1053,66,33,14,1800,1829,1829,1829,,,0
855,,"Monteiro, Luís Queiróz",,,,,,148,-20,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,57947,60700,60000,50422,59897,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,59897,,,,,,,50499,,,50400,,,60700,-569,,,,,,Tejo,50422,986,,,30,986,,1016,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,1016,,1016,,61,61,30,0.05,-1090,66,33,14,1800,1829,1829,1829,,,0
850,,"Santos, Antônio Teodoro dos",,,,,,152,-21,1829,,,,,,,1899-12-30,,50400,50000,,,,,,,,TRUE,1,1,14,1,57855,60700,60000,50422,59870,50400,50000,50422,6,,"Rocha, Joaquim José da",,,59870,,,,,,,50499,,,50400,,,60700,-588,,,,,,Paula,50422,1001,,,30,1001,,1031,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,1031,,1031,,62,62,30,0.05,-1127,66,33,14,1800,1829,1829,1829,,,0
